Google,"
      Regional Logistics Operations Manager
    ",https://careers.google.com/jobs/results/133099984183534278-regional-logistics-operations-manager/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Clarksville, 
          TN, 
          USA
            
","
          Qualifications
         Minimum qualifications:
Bachelor's degree in Business, Logistics, Operations, Engineering, a related field, or equivalent practical experience.
6 years of experience in managing warehousing, manufacturing, or supply chain operations.
Experience in planning, business case development, team management, and project management.
Preferred qualifications:
Certification in Project or Supply Chain Management (e.g., PMP, CLTD, CSCP, CPIM).
Experience in Lean Manufacturing, Six Sigma, 5S and/or project management.
Experience in Supply Chain Finance.
Passion for continuous improvement at scale.
 
"
Google,"
      Technical Account Management Lead, Google Public Sector
    ",https://careers.google.com/jobs/results/136951810544804550-technical-account-management-lead-google-public-sector/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Austin, 
          TX, 
          USA
            
","
          Qualifications
         Minimum qualifications:
Bachelor's degree in Computer Science, Engineering, a related technical field, or equivalent practical experience.
5 years of experience in customer-facing roles, interfacing with executive stakeholders, driving, managing, and delivering IT technical implementations, transformation programs, or other initiatives.
Experience supporting customers in cloud operations.
Eligible to obtain US Government Top Secret Security Clearance.
Preferred qualifications:
MBA or Master's degree in a management, technical, or engineering field.
7 years of customer-facing experience.
Experience collaborating with channel partners, systems integrators, and third-party developers to deliver high-impact solutions.
Experience in application/workload migration to public cloud providers.
Understanding of IT operations, database systems, networking, IT security, application development, service architecture, cloud-native application development, hosted services, storage systems, or content delivery networks.
 
"
Google,"
      Technical Solutions Consultant, Partner Engineering, Android
    ",https://careers.google.com/jobs/results/139059225134277318-technical-solutions-consultant-partner-engineering-android/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Mountain View, 
          CA, 
          USA
            
","
  
            About the job
             
Android is Google&#8217;s open-source mobile operating system powering more than 3 billion devices worldwide. Android is about bringing computing to everyone in the world. We believe computing is a super power for good, enabling access to information, economic opportunity, productivity, connectivity between friends and family and more. We think everyone in the world should have access to the best computing has to offer. We provide the platform for original equipment manufacturers (OEMs) and developers to build compelling computing devices (smartphones, tablets, TVs, wearables, etc) that run the best apps/services for everyone in the world.The US base salary range for this full-time position is $162,000-$257,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.
 
"
Google,"
      Staff Software Engineer, Infrastructure, Google Cloud Performance
    ",https://careers.google.com/jobs/results/84468077275554502-staff-software-engineer-infrastructure-google-cloud-performance/?distance=50&employment_type=FULL_TIME,"        In-office: 
          New York, 
          NY, 
          USA
            
","
          Qualifications
         Minimum qualifications:
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience testing, launching software products, and 3 years of experience with software design and architecture. 

5 years of experience building and developing large-scale infrastructure, distributed systems or networks, and/or experience with compute technologies, storage, and/or hardware architecture.
Preferred qualifications:
Master&#8217;s degree or PhD in Engineering, Computer Science, or a related technical field.

3 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.

 
"
Google,"
      Senior Product Manager, Google Cloud
    ",https://careers.google.com/jobs/results/109591312480510662-senior-product-manager-google-cloud/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Sunnyvale, 
          CA, 
          USA
           
","
          Qualifications
         Minimum qualifications:
Bachelor's degree or equivalent practical experience.
8 years of experience in product management, co-founder or related technical role.
3 years of experience building and shipping technical products.
Experience developing/launching products/technologies within one or more of the following: Cloud, SaaS, enterprise, internal tools, and/or supply chain networks.
Preferred qualifications:
3 years of people management experience with direct reports.
Experience driving product vision, go-to-market strategy, and design discussions.
Experience managing day-to-day technical and design direction.
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations, or artificial intelligence/machine learning.
Knowledge of multiple functional areas such as Product Management, Engineering, UX/UI, Sales, Customer Support, Finance, or Marketing.
Ability to influence multiple stakeholders without direct authority.
 
"
Google,"
      Field Sales Representative, State and Local Government
    ",https://careers.google.com/jobs/results/107640426162201286-field-sales-representative-state-and-local-government/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Sunnyvale, 
          CA, 
          USA
           
","
          Qualifications
         Minimum qualifications:
Bachelor's degree or equivalent practical experience.
7 years of technology related sales or business development experience at a B2B software company.
Preferred qualifications:
5 years of experience in building strategic business partnerships with public sector customers.Experience in promoting infrastructure software, databases, analytical tools, applications software, or cloud solutions.
Experience working with and managing partners in complex implementation projects including global system integrators and packaged software vendors.
Demonstrated success with large complex commercial and legal negotiations, working with procurement, legal and business team.
Ability to work with sales engineers and customer technical leads including inventory existing software estate, define migration plans, and build business cases for migrations.
 
"
Google,"
      Cloud Data Engineer, Global Public Sector, Professional Services
    ",https://careers.google.com/jobs/results/86179318511608518-cloud-data-engineer-global-public-sector-professional-services/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Reston, 
          VA, 
          USA
            
","
          Qualifications
         Minimum qualifications:
Bachelor's degree in Computer Science, Mathematics, a related field, or equivalent practical experience.
5 years of experience in stakeholder management, solution engineering, and technical consulting.
Experience with data processing software (e.g., Hadoop, Spark, Pig, Hive) and algorithms (e.g., MapReduce, Flume).

Experience coding in one or more of the following languages: Java, C++, or Python .

Preferred qualifications:
Experience working with/on data warehouses, including data warehouse technical architectures, infrastructure components, ETL/ ELT and reporting/analytic tools and environments, data structures.
Experience with big data, information retrieval, data mining, or machine learning.
Experience building multi-tier high availability applications with modern web technologies (e.g., NoSQL, MongoDB, SparkML, TensorFlow, etc.).
Experience architecting, developing software, or internet scale production-grade big data solutions in virtualized environments.
Experience with public sector customers.
 
"
Google,"
      Systems Development Engineer, Augmented Reality Data Capture Infrastructure
    ",https://careers.google.com/jobs/results/79177293760471750-systems-development-engineer-augmented-reality-data-capture-infrastructure/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Los Angeles, 
          CA, 
          USA
            
","
          Qualifications
         Minimum qualifications:
Experience building systems, infrastructure, and computer hardware
Experience with the automation of software using Shell scripting
Experience in networking, network configuration, and administration
Experience with the administration of computer systems based on Ubuntu
Preferred qualifications:
Experience building and maintaining non-standard hardware and software infrastructure and deploying custom software
Experience with scripting, network administration, personal computer hardware maintenance, and deployment
Experience with machine vision cameras, field programmable gate arrays, and programming in Python and C++
Experience working with and communicating needs to hardware test engineers, hardware engineers, software engineers, and researchers to improve and maintain stability of non-standard large-scale capture systems
Experience with remote procedure calls, camera frameworks, Python, C++, camera frameworks, field programmable gate array, Ubuntu, etc.
 
"
Google,"
      Managing Director, Healthcare and Life Sciences, Google Cloud
    ",https://careers.google.com/jobs/results/82217786706666182-managing-director-healthcare-and-life-sciences-google-cloud/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Chicago, 
          IL, 
          USA
            
","
          Qualifications
         Minimum qualifications:
15 years of experience in the Healthcare and Life Sciences industry.
Experience managing a sales/business development organization while meeting/exceeding business goals.
Experience with information technology and computer systems that support enterprise goals, including cloud technologies and machine learning.
Preferred qualifications:
10 years of executive experience.
Experience with and established executive/C-suite relationships in the Healthcare and Life Sciences sector.
 
"
Google,"
      Group Product Manager, Google Cloud
    ",https://careers.google.com/jobs/results/89487900564955846-group-product-manager-google-cloud/?distance=50&employment_type=FULL_TIME,"        In-office: 
          Seattle, 
          WA, 
          USA
           
","
          Qualifications
         Minimum qualifications:
Bachelor's degree or equivalent practical experience.
12 years of product management experience within cloud, SaaS, enterprise, internal tools, or supply chain networks.
5 years of experience building and shipping technical products.
Experience creating product roadmap(s) from conception to launch, driving the product vision, defining the GTM strategy, and leading design discussions.
Preferred qualifications:
Master&#8217;s degree or PhD in a technology or business related field.
Experience managing day-to-day technical and design direction for large scale systems.
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations, or artificial intelligence/machine learning.
Knowledge of multiple functional areas such as Product Management, Engineering, UX/UI, Sales, Customer Support, Finance or Marketing.
Ability to influence multiple stakeholders, achieve strategic goals and evolve product strategy based on research, data, and industry trends.
 
"
